title,tags
Varsity Blues,"comedi drama romanc americanfootbal smalltown texa cheerlead sport parti highschoolsport policecar americanfootballstar thebiggam small-town texas, high school footbal religion, 17-year-old schoolboy carri hope entir commun onto gridiron everi friday night. star quarterback lanc harbor suffer injury, coyot forc regroup question leadership john moxon, second-str quarterback slightli irrever approach game. jamesvanderbeek amysmart jonvoight brianrobbin"
The Artist,"drama comedi romanc filmproduc filmhistori moviestudio hollywood dog mustach hollywoodland silentfilm marque terrier moviestar flapper silentfilmstar hollywood, 1927: silent movi star georg valentin wonder arriv talk pictur caus fade oblivion, spark peppi miller, young dancer set big break. jeandujardin bérénicebejo johngoodman michelhazanaviciu"
The Unborn,horror thriller mysteri young woman fight spirit slowli take possess her. odetteann garyoldman meagangood davids.goy
Moonrise Kingdom,"comedi drama romanc newengland firstlov eyepatch searchparti devast penpal handkerchief childsmok smalltownsheriff thecolor thecolorblu boyscout sanddanc meetcut boyscoutslead pipesmok duringcreditssting set island coast new england summer 1965, moonris kingdom tell stori two twelve-year-old fall love, make secret pact, run away togeth wilderness. variou author tri hunt down, violent storm brew off-shor – peac island commun turn upsid way anyon handle. brucewilli edwardnorton jaredgilman wesanderson"
The Texas Chainsaw Massacre: The Beginning,"horror massmurd plannedmurd chainsaw sadism knife psychopath prequel murder gore serialkil blood leatherfac slaughterhous slasher chainsaw tortur cruelti seriesofmurd violenc cannib severedfoot severedhand chrissi friend set road trip final fling one ship vietnam. along way, biker harass foursom caus accid throw chrissi vehicle. lawman arriv scene kill one biker bring chrissie' friend hewitt homestead, young leatherfac learn tool terror. jordanabrewst taylorhandley diorabaird jonathanliebesman"
The Young Messiah,"drama egypt jesuschrist gospel christian journey biblic tell stori jesu christ age seven famili depart egypt return home nazareth. told childhood perspective, follow young jesu grow religi identity. adamgreaves-n saralazzaro vincentwalsh cyrusnowrasteh"
The Master of Disguise,"comedi famili aftercreditssting duringcreditssting sweet-natur italian waiter name pistachio disguisey father fabbrizio' restaurant, happen member famili supernatur skill disguise. moment later patriarch disguisey famili kidnap fabbrizio' former arch-enemy, devlin bowman, crimin mastermind attempt steal world' preciou treasur around world. pistachio track bowman save famili bowman kill them! danacarvey brentspin jenniferesposito perryandelinblak"
Pan's Labyrinth,"fantasi drama war spain resist servant antihero fairi fairytal francoregim armi princess love wood king hide labyrinth mytholog live tyrann stepfath new home pregnant mother, 10-year-old ofelia feel alon explor decay labyrinth guard mysteri faun claim know destiny. wish return real father, ofelia must complet three terrifi tasks. ivanabaquero maribelverdú sergilópez guillermodeltoro"
See Spot Run,"action comedi famili dog drug snif agent canin target assassin boss fbi call wit protect send somewher else. meanwhil singl mom put 6 year old boy jame care irresponsible, mailman, neighbor, gordon, babysitt bail her. meanwhile, assassin mob boss hire 2 goon kill agent 11. 11 escap van tri kill him, hide gordon' mailtruck jame too. guess name him. spot. michaelclarkeduncan davidarquett lesliebibb johnwhitesel"
Baby Boy,"crime drama romanc singlepar intoler condom bootlegg fistfight stepfath woman thief domesticviol gunfight losangel physicalabus ex-con selfish passiveaggress fatherhood convictedfelon southcentrall.a. stori jody, misguided, 20-year-old african-american realli babi boy final forced-kick scream face commit real life. streetwis jobless, father two children two differ women-yvett peanut still live mother. can't seem strike balanc find direct chaotic life. tyresegibson tarajip.henson omargood johnsingleton"
The Roommate,"thriller drama horror jealousi roommat obsess campu love murder freshman student losangel medic violenc boyfriend design resent sara (minka kelly), young design student iowa, arriv colleg lo angeles, eager fit get know big city. wealthi roommate, rebecca (leighton meester), eager take sara wing show ropes. two becom close, sara begin branch make friend campus, rebecca becom resentful. alarmed, sara move new boyfriend, caus rebecca' behavior take violent turn. minkakelli leightonmeest camgigandet christiane.christiansen"
Joe Dirt,"mysteri adventur comedi romanc drama parentskidsrelationship lossofpar lookingforbirthpar meteorit janitor womandirector joe dirt janitor mullet hairdo, acid-wash jean dream find parent lost grand canyon belligerent, trailer park-rais eight-year-old. now, blast van halen jacked-up economi car, irrepress optimist joe hit road alon search folks. davidspad brittanydaniel dennismil denniegordon"
Double Impact,"thriller action crime drama lossofpar karat fighter reveng hongkong twin hoodlum jean claud van damm play dual role alex chad, twin separ death parents. chad rais famili retain paris, alex becom petti crook hong kong. see pictur alex, chad rejoin convinc rival hong kong also man kill parents. alex suspici chad, especi come girlfriend. jean-claudevandamm geoffreylewi alonnashaw sheldonlettich"
Hot Fuzz,"crime action comedi villag arrest polic partner murder conspiraci gunfight policeforc cowboycostum accid top london cop, pc nichola angel good. good. stop rest team look bad, reassign quiet town sandford, pair simpl countri cop, everyth seem quiet two actor found decapitated. address accident, angel go accept that, especi peopl turn dead. simonpegg nickfrost jimbroadb edgarwright"
The Women,"comedi drama romanc beautysalon divorc womandirector stori center group gossipy, high-societi women spend day beauti salon haunt fashion shows. sweet, happily-wed mari hain find marriag troubl shop girl crystal allen get hook mary' man. clorisleachman indiaennenga annetteben dianeenglish"
Vicky Cristina Barcelona,"drama romanc barcelonaspain menageatroi author two girlfriend summer holiday spain becom enamor painter, unawar ex-wife, tempestu relationship, re-ent picture. scarlettjohansson rebeccahal javierbardem woodyallen"
Arn: The Knight Templar,"action adventur drama romanc tvmovi arn, son high-rank swedish nobleman educ monasteri sent holi land knight templar penanc forbidden love. joakimnätterqvist sofiahelin stellanskarsgård peterflinth"
Boys and Girls,"comedi drama romanc soulmat newlov platoniclov lover girlfriend modelstud friendship motherlylov studentmovi student univers relationship ryan jennif opposit definit attract. least that' alway believed. met twelve-year-olds, dislik one another. met teenagers, loath other. meet college, uptight ryan free-spirit jennif find differ bind togeth rare friendship develops. freddieprinzejr. claireforlani jasonbigg robertiscov"
White Oleander,drama poison prison lossoffamili lossoffath fosterpar women'sprison familyrelationship badmoth children'sservic teenag journey seri foster home mother goe prison commit crime passion. alisonlohman michellepfeiff colehaus peterkosminski
Jennifer's Body,comedi horror bloodthirsti highschool sexualmurd horror gore slumberparti demon succubu candlelightvigil duringcreditssting womandirector newli possess cheerlead turn killer special of male classmates. best friend put end horror? meganfox amandaseyfri johnnysimmon karynkusama
Drowning Mona,"comedi crime mysteri suspicion suspect investig remak murder death accid dysfunct recent deceas mona dearli (bett midler) mani things: abus wife, domin mother, loud-mouth neighbor violent malcontent. car corps discov hudson river, polic chief wyatt rash (danni devito) immedi suspect murder rather accident. but, sinc whole commun verplanck, n.y., share deep hatr unceasingli spite woman, rash find murder investig overwhelm potenti suspects. dannydevito bettemidl nevecampbel nickgomez"
Radio Days,"comedi drama beach taxidriv worldwarii radio coneyisland independentfilm workingclass binocular cigarettegirl radioplay narrat (woodi allen) tell us radio influenc childhood day tv. new york citi late 1930 new year' eve 1944, coming-of-ag tale mix narrator' experi contemporari anecdot urban legend radio stars. woodyallen miafarrow jeffdaniel woodyallen"
Remember Me,"drama romanc newyork fathersonrelationship griev romanticdrama youngadult collegestud 21stcenturi still reel heartbreak famili event parents' subsequ divorce, tyler hawkin discov fresh leas life meet alli craig, gregari beauti wit mother' death. coupl draw closer, fallout separ tragedi jeopard love. robertpattinson emiliederavin piercebrosnan allencoult"
How to Deal,"drama comedi romanc womandirector mandi moor star halley, young hip high school student who' convinc true love exist base crazi relationship around her. mother divorc father date younger woman halley can't stand. craze sister plan wed second thought best friend fallen madli love first time leav halley feel even alone. mandymoor trentford allisonjanney clarekiln"
My Stepmother is an Alien,"comedi sciencefict alien spoof sneez levit messag tri rescu home planet destruction, gorgeou extraterrestri name celest arriv earth begin scientif research. woo quirki scientist dr. steve mills, widow young daughter. long, celest find love steve new life earth, experi true intimaci first time. lose sight mission, begin question belongs. danaykroyd kimbasing jonlovitz richardbenjamin"
Philadelphia,drama gay aid homophobia juror court partner hiv lawyer die discrimin judiciari one would take case one man will take system. two compet lawyer join forc sue prestigi law firm aid discrimination. unlik friendship develop courag overcom prejudic corrupt power adversaries. tomhank denzelwashington jasonrobard jonathandemm
The Thirteenth Floor,"thriller sciencefict mysteri artificialintellig simul computerprogram virtualr dystopia murder losangel comput scientist hannon fuller discov someth extrem important. he' tell discoveri colleague, dougla hall, know someon him, old man leav letter comput gener parallel world that' like 30' seemingli real peopl real emotions. craigbierko arminmueller-stahl gretchenmol josefrusnak"
The Cookout,"comedi drama comedi todd anderson sign $30 million deal hometown team, new jersey nets, know life set big change. keep thing real, decid throw barbequ place -- like one famili use have. new old friends, family, agents, product rep house, thing bound get crazy. jarul timmeadow jeniferlewi lancerivera"
Meteor,"action sciencefict thriller meteor disast disasterfilm disastermovi collis comet, nearli 8km wide piec asteroid ""orpheus"" head toward earth. hit caus incred catastroph probabl extinguish mankind. stop meteor nasa want use illeg nuclear weapon satellit ""hercules"" discov soon enough fire power. chanc save world join forc ussr also launch illeg satellite. govern agree? seanconneri nataliewood karlmalden ronaldneam"
Duets,"comedi drama music music duet road-trip comedi revolv around littl known world karaok whimsic charact inhabit it. road lead omaha, site nation karaok competit motley group singer star come togeth blow-out sing-off. gwynethpaltrow scottspeedman mariabello brucepaltrow"
Hollywood Ending,"comedi drama blindnessandimpairedvis creativecrisi filmdirector woodi allen star val waxman, two-tim oscar winner turn washed-up, neurot director desper need comeback. comes, waxman find back corner: work ex-wif elli forfeit last shot. val blind love opt reconnect? love blind come ellie' staunch support? liter figuratively, proof picture. woodyallen georgehamilton téaleoni woodyallen"
Detroit Rock City,"comedi music parentskidsrelationship kiss independentfilm youth drug detroit 1978, kiss concert epoch-mak event. three teen fan detroit rock citi get ticket sold-out show becom focal point existence. they'll anyth ticket -- compet strip club' amateur-night contest, take religi protesters, even rob conveni store! giuseppeandrew jamesdebello edwardfurlong adamrifkin"
Highlander,adventur action fantasi newyork scotland swordplay sword cut-offhead immort fought first battl scottish highland 1536. fight greatest battl street new york citi 1986. name connor macleod. immortal. christopherlambert roxannehart clancybrown russellmulcahi
Things We Lost in the Fire,"drama sad lossoffath junki luxuri heroin beauti chariti funer widow lossofhusband ersatz bestfriend womandirector recent widow invit husband' troubl best friend live two children. gradual turn life around, help famili cope confront loss. halleberri beniciodeltoro davidduchovni susannebi"
Steel,"sciencefict action adventur dccomic losangel soldier militari justice. safe streets. payback. metallurgist john henri iron (o'neal) vow claim renegad militari reject (judd nelson) put new superweapon danger hands. help electron wiz (annabeth gish) imagin scrap metal worker (richard roundtree), iron becom steel. wear bodi armor, wield fearsom electrohamm ride gadget-pack motorcycle, he' readi wage war...if fix untim glitch untest gear. ""you cool now,"" good-guy hero tell two crime victim rescues. there'l lot thrillin' steel start chillin.' shaquilleo'n annabethgish richardroundtre kennethjohnson"
The Immigrant,drama romanc newyork corrupt sistersisterrelationship magic immigr nuditi nightmar ship quarantin love murder money escap doctor prostitut poland ill innoc immigr woman trick life burlesqu vaudevil dazzl magician tri save reunit sister held confin elli island. marioncotillard jeremyrenn joaquinphoenix jamesgray
The White Countess,"drama histori famili romanc last movi team ismail merchant, jame ivory, kazuo ishiguro. set 1930 shanghai, ""the white countess"" sofia (natasha richardson), fallen member russian aristocracy, nightclub creat blind american diplomat name jackson (ralph fiennes), ask sofia centerpiec world want create. ralphfienn natasharichardson hiroyukisanada jamesivori"
Trance,"thriller crime drama mysteri amnesia artthief hypnot heistmovi duringcreditssting fine art auction mix gang, join forc hypnotherapist recov lost painting. boundari desire, realiti hypnot suggest begin blur, stake rise faster anyon could anticipated. jamesmcavoy vincentcassel rosariodawson dannyboyl"
Soul Plane,"romanc comedi blackpeopl hip-hop nightclub airplan chao champagn follow ridicul aw flight lead pet' death, nashawn wade file lawsuit airline, win multimillion-dollar settlement. determin creat better fli experience, nashawn start airline, one cater african-american clientele. go busi tricked-out plane pilot smooth capt. mack, airlin hit snag deal famili elvi hunkee. tomarnold kevinhart methodman jessyterrero"
Welcome to the Sticks,"comedi clocktow jealousi cheat provenc lie southernfr postman flush mama'sboy bia localspeci jobtransf northernfr disabl dialect although live comfort life salon-de-provence, charm town south france, juli feel depress while. pleas her, philipp abrams, post offic administrator, husband, tri obtain transfer seasid town, french riviera, cost. troubl caught red-hand tri scam inspector. philipp immedi banish distant unheard town bergues, far north france... kadmerad danyboon zoéfélix danyboon nicolasguy"
Good,"drama germani nazi nazism euthanasia rise nation social germani regard conspiraci madmen. million ""good"" peopl found societi spiral terribl chaos. film then, illumin terror now. viggomortensen jasonisaac markstrong vicenteamorim"
Enter the Void,"fantasi drama prostitut hallucin stripclub afterlif surreal drugtrip unsimulatedsex incest drugdeal psychedel dmt newfrenchextrem drug psychedel tour life death seen entir point view oscar (nathaniel brown), young american drug dealer addict live tokyo prostitut sister, linda (paz de la huerta). oscar kill polic bust gone bad, spirit journey past -- see parent death -- present -- wit autopsi -- future, look sister beyond grave. nathanielbrown pazdelahuerta cyrilroy gasparnoé"
Vamps,comedi romanc horror vampir love womandirector modern-day stori focus two beauti young vampir live good nightlif new york love enter pictur make choic jeopard immortality. aliciasilverston krystenritt sigourneyweav amyheckerl
Hachi: A Dog's Tale,drama famili japanes loyalti humananimalrelationship friendship friend familyrelationship dog newspaperreport familydog wait drama base true stori colleg professor' bond abandon dog take home. richardger joanallen jasonalexand lassehallström
Zulu,"crime drama thriller child, ali neuman narrowli escap murder inkhata, milit polit parti war nelson mandela' african nation congress. mother surviv carnag years. mani survivors, psycholog scar remain. orlandobloom forestwhitak conradkemp jérômesal"
The Homesman,"western drama danc basedonnovel reveng nativeamerican violenc wildwest driveninsan abusivemarriag refusedservic prisonwagon lostinthedesert buffaloskin three women live edg american frontier driven mad harsh pioneer life, task save fall pious, independent-mind mari bee cuddy. transport women cover wagon iowa, soon realiz daunt journey be, employ low-lif drifter, georg briggs, join her. unlik pair three women head east, wait minist wife offer take women in. group first must travers harsh nebraska territori mark stark beauty, psycholog peril constant threat. hilaryswank tommyleejon gracegumm tommyleejon"
Juwanna Mann,"comedi drama sport basketbal beautifulwoman hitincrotch crossdress thestarspangledbann basketbal star boot nba on-court antic go far, pose woman join wuba. miguela.núñez,jr. vivicaa.fox kevinpollak jessevaughan"
Ararat,"war drama destructionofacivil turkey varieti characters, close relatives, other distant strangers, affect make film armenian genocid 1915. simonabkarian charlesaznavour christopherplumm atomegoyan"
Madison,"action adventur drama sport independentfilm 1971, air-condition repairman boat enthusiast jim mccormick entertain desir 'go down' legend record book gold cup hydroplan boat race improb come small town madison, indiana. immediately, jim seiz opportun enter contest. motley crew fellow mechan friend side, jim fix old boat bring hope blight industri city. written sujit r. varma jimcaviezel jakelloyd marymccormack williambindley"
Slow Burn,"mysteri crime drama thriller district attorney (ray liotta) involv 24-hour showdown gang leader (ll cool j) is, time, manipul attract assist district attorney (jolen blalock) cryptic stranger. rayliotta llcoolj mekhiphif waynebeach"
Wasabi,"drama action comedi handcuff hitman lovelett policeoper japanesemafia golfclub brutalcop hubert french policeman sharp methods. forc take 2 month boss, share view work methods, goe back japan, use work 19 year ago, settl probat girlfriend left shortli marriag without trace. jeanreno ryokohirosu michelmul gérardkrawczyk"
Slither,"comedi horror sciencefict smalltown mutant meteor meat alien violenc parasit slug bodilydismember aftercreditssting duringcreditssting bodyhorror small town taken alien plague, turn resid zombi form mutant monsters. nathanfillion donthompson elizabethbank jamesgunn"
Beverly Hills Cop,"action comedi crime california showdown undercov stripclub investig weapon polic smuggl swimmingpool gunfight mansion losangel footchas artgalleri carchas warehous beverlyhil buddycomedi countryclub maverickcop detroitmichigan damselindistress barfight tough-talk detroit cop axel foley head rarifi world beverli hill beat-up chevi nova investig friend' murder. soon, realiz he' stumbl onto someth much complicated. bungl rooki detect billi rosewood join fish-out-of-wat axel show west lo angel ropes. eddiemurphi judgereinhold johnashton martinbrest"
Home Alone,"comedi famili holiday burglar homeinvas mischief boobytrap homealon suburbanchicago mischievouschild christma child eight-year-old kevin mccallist make situat famili unwittingli leav behind go christma vacation. pair bungl burglar set sight kevin' house, plucki kid stand readi defend territory. plant boobi trap galore, ador mischiev kevin stand ground frantic mother attempt race home before. macaulayculkin joepesci danielstern chriscolumbu"
Three Men and a Baby,famili comedi drama babi roommat bachelor parti windeln soltero three bachelor find forc take care babi left one guy' girlfriends. tomselleck steveguttenberg teddanson leonardnimoy
Tootsie,"comedi romanc infidel love friend crossdress reput unemployedactor serenad hitinthecrotch apolog livetelevis actress actor michael dorsey unemploy actor imposs reputation. order find work fund friend' play dress woman, dorothi michaels, land part daytim drama. dorsey lose woman role essenti becom dorothi michaels, captiv women around citi inspir break free control men becom like dorsey' initi identity. newfound role, however, land dorsey hot spot femal friend/'lover,' femal co-star fall love with, co-star' father fall love him, male co-star yearn affection. dustinhoffman jessicalang terigarr sydneypollack"
Top Gun,"action romanc war lovesick lossoflov fighterpilot self-discoveri pilot ejectionseat dyinganddeath offic trainingcamp airforc airplan danger battleassign u.s.navi hostil secretlov cowardli pilotschool lieuten pete 'maverick' mitchel friend co-pilot nick 'goose' bradshaw accept elit train school fighter pilot dream come true. tragedy, well person demons, threaten pete' dream becom ace pilot. tomcruis kellymcgilli valkilm tonyscott"
"Crouching Tiger, Hidden Dragon","adventur drama action romanc fli martialart taskmast comb tiger desertthief theft femalemartialartist two warrior pursuit stolen sword notori fugit led impetuous, physically-skilled, teenag nobleman' daughter, crossroad life. chowyun-fat michelleyeoh zhangziyi angle"
American Beauty,"drama malenud femalenud adulteri midlifecrisi comingout firsttim camcord virgin nuditi filmmak estateag satir loneli darkcomedi suburbia comingofag marijuana exercis parentchildrelationship bittersweet affair lester burnham, depress suburban father mid-lif crisis, decid turn hectic life around develop infatu daughter' attract friend. kevinspacey annetteben thorabirch sammend"
The King's Speech,"drama histori greatbritain radio monarchi radiotransmiss royalfamili speech marriag royalti deathoffath king' speech tell stori man becam king georg vi, father queen elizabeth ii. brother abdicates, georg ('bertie') reluctantli assum throne. plagu dread stutter consid unfit king, berti engag help unorthodox speech therapist name lionel logue. set unexpect techniques, result unlik friendship, berti abl find voic boldli lead countri war. colinfirth geoffreyrush helenabonhamcart tomhoop"
Twins,comedi perfect deliveri lowintellig jetengin twinsseparatedatbirth artistcoloni samehabit biologicalexperi opposit catholicorphanag juliu vincent benedict result experi would allow perfect child. juliu plan grow athlet proportions. vincent accid somewhat smaller stature. vincent place orphanag juliu taken south sea island rais philosophers. vincent becom ultim low life kill loan sharks. arnoldschwarzenegg dannydevito kellypreston ivanreitman
The Yellow Handkerchief,"drama romanc independentfilm set present-day southern unit states, yellow handkerchief star william hurt brett hanson, ex-convict embark road trip. hanson hitch ride two troubl teens, martin (kristen stewart) gordi (eddi redmayne) travers post-hurrican katrina louisiana attempt reach ex-wif long-lost love, may (maria bello). along way, three reflect existence, struggl acceptance, find way louisiana, life. williamhurt mariabello kristenstewart udayanprasad"
The Color Purple,"drama prison africa southernusa rape blackpeopl sistersisterrelationship jazz violentfath violenthusband empower adopt jazzmusician letter incest epic tale span forti year life celi (whoopi goldberg), african-american woman live south surviv incred abus bigotry. celie' abus father marri equal debas ""mister"" albert johnson (danni glover), thing go bad worse, leav celi find companionship anywher can. perseveres, hold dream one day reunit sister africa. base novel alic walker. whoopigoldberg margaretaveri dannyglov stevenspielberg"
Tidal Wave,"action adventur drama thriller helicopt beach lossoffath giantwav tsunami familyrelationship korea disast cigarettesmok tear singlefath tearjerk stuckinelev tidalwav disasterfilm man-sik yeon-hee, unsur whether overcom past wound continu couple. dr. kim, caution possibl mega-tsunami haeundae, collaps agoni spring unexpect turn-up daughter divorc wife. hyoung-sik, rescu woman seoul, ride feroci storm gladden heart. tsunami destroy haeunda symbol establish typic axi call provoc conflicts, later inner space coupl without anyth left behind conflict end parkjoong-hoon solkyung-gu uhmjung-hwa yoonje-kyoon"
The Imitation Game,"histori drama thriller war gay england worldwarii mathematician biographi logician cryptographi base real life stori legendari cryptanalyst alan turing, film portray nail-bit race time ture brilliant team code-break britain' top-secret govern code cypher school bletchley park, darkest day world war ii. benedictcumberbatch keiraknightley matthewgood mortentyldum"
Private Benjamin,comedi pari roleofwomen shelter young high societi woman join armi whim find difficult situat ever expected. goldiehawn eileenbrennan armandassant howardzieff
Coal Miner's Daughter,"drama music countrymus femalefriendship biographi lorettalynn washingtonst still grandoleopri nashvilletennesse honkytonk coal coalmin journeyshownonmap biographi loretta lynn, countri western singer came poverti fame. sissyspacek tommyleejon levonhelm michaelapt"
Mama,"horror supernaturalhorror guillermo del toro present mama, supernatur thriller tell haunt tale two littl girl disappear wood day parent killed. rescu year later begin new life, find someon someth still want come tuck night. jessicachastain nikolajcoster-waldau megancharpenti andymuschietti"
National Lampoon's Vacation,"comedi adventur romanc usa rel familyvac familyholiday duringcreditssting clark griswold quest take famili quest walley world theme park vacation, thing go exactli planned. chevychas beverlyd'angelo imogenecoca haroldrami"
Bad Grandpa,"comedi duringcreditssting 86-year-old irv zisman journey across america unlik companion: 8 year-old grandson, billy. johnnyknoxvil jacksonnicol georginac jefftremain"
The Queen,"drama upperclass lossofmoth greatbritain sad queen monarchi paparazzi primeminist headlin oscaraward dyinganddeath queenelisabethii princecharl buckinghampalac royalfamili ladydianaspenc queen intim behind scene glimps interact hm elizabeth ii prime minist toni blair struggle, follow death diana, reach compromis privat tragedi royal famili public' demand overt display mourning. helenmirren michaelsheen jamescromwel stephenfrear"
Beetlejuice,"fantasi comedi minist giantsnak skeleton calypso art afterlif childbrid possess surreal teenagegirl ghost thank untim demis via drowning, young coupl end poltergeist new england farmhouse, fail meet challeng scare away insuffer new owners, want make drastic changes. desperation, undead newlyw turn expert frightmeister, he' got diabol agenda own. geenadavi alecbaldwin winonaryd timburton"
Why Did I Get Married?,"comedi drama film difficulti maintain solid relationship modern times. eight marri colleg friend plu one non-friend (all achiev middl upper class econom status) go colorado annual week-long reunion, mood shift one couple' infidel come light. secret reveal coupl begin question marriag tylerperri jillscott janetjackson tylerperri"
The Woman in Black,"drama horror thriller londonengland secret remak reveng lawyer photograph gothichorror hammerhorror estat ghost supernaturalpow stori follow young lawyer, arthur kipps, order travel remot villag sort recent deceas client’ papers. work alon client’ isol house, kipp begin uncov tragic secrets, uneas grow glimps mysteri woman dress black. receiv silenc locals, kipp forc uncov true ident woman black own, lead desper race time discov true identity. danielradcliff ciaránhind sidneyjohnston jameswatkin"
When a Stranger Calls,"horror thriller babysitt deathofafriend killer strangeperson call far away site gruesom murder, teenag name jill johnson arriv luxuri home baby-sit job. children fast asleep, settl expect ordinari evening. soon, ring phone frighten word sadist caller turn jill' routin experi night terror. camillabel katiecassidi tommyflanagan simonwest"
Big Fat Liar,"comedi famili screenplay filmproduc auto rightandjustic liar essay intellectualproperti fourteen-year-old jason shepherd (muniz) reput stretch truth. so, big-tim hollywood produc marti wolf (paul giamatti) steal class paper turn smash movie, one believ jason' latest tall tale! cross-countri adventur set record straight, jason best friend kayle (bynes) devis high-tech plan squeez truth wolf. frankiemuniz paulgiamatti amandabyn shawnlevi"
The Deer Hunter,"drama war vietnamveteran pennsylvania vietnam parti escap friend vietcong pittsburghsteel group working-class friend decid enlist armi vietnam war find hellish chao -- nobl ventur imagined. left, steven marri pregnant girlfriend -- michael nick love woman. three differ men upon return. robertdeniro johncazal johnsavag michaelcimino"
Wag the Dog,"comedi drama washingtond.c. rape cia usapresid warveteran stage filmmak albania sexscand senat presidentialelect gulfwar mediaadvis manipulationofthemedia electioncampaign govern war soldier extramaritalaffair final week presidenti race, presid accus sexual misconduct. distract public election, president' advis hire hollywood produc help stage fake war. dustinhoffman robertdeniro annehech barrylevinson"
The Lizzie McGuire Movie,"famili comedi lizzi mcguir graduat middl school take trip rome, italy. hilaryduff adamlamberg hallietodd jimfal"
Snitch,"thriller drama fathersonrelationship basedontruestori construct compani owner john matthew learn estrang son, jason, arrest drug trafficking. face unjust prison sentenc first time offend courtesi mandatori minimum sentenc laws, jason noth offer lenienc good conscience. desperately, john convinc dea opportunist da joann keeghan let go undercov help make arrest big enough free son return. unwit help ex-con employee, john enter narcot underworld everi move could last oper demand resources, wit courag survive. dwaynejohnson barrypepp jonbernth ricromanwaugh"
Krampus,horror comedi fantasi fire winter santaclau snowstorm christmastre snow fireplac poweroutag destruct demon germanacc famili blizzard flashback christma badkid krampu horror comedi base ancient legend pagan creatur punish children christmas. adamscott tonicollett allisontolman michaeldougherti
The Faculty,"horror mysteri sciencefict americanfootbal highschool alien teacher teenag drug alieninfect doppelgang antiauthor mob student groupthink creepi thing start happen around school, kid herrington high make chill discoveri confirm worst suspicions: teacher realli anoth planet! mind-control parasit rapidli begin spread faculti students' bodies, ultim left – unlik collect loners, leaders, nerd jock – save world alien domination. jordanabrewst elijahwood cleaduval robertrodriguez"
What's Love Got to Do with It,drama music priceoffam tinaturn blackwoman cameoappearancebyreallifesubject africanamericanmus blackfamili film singer tina turner rose stardom abus husband ike turner gain courag break free. angelabassett laurencefishburn vanessabellcalloway briangibson
Cop Land,"action crime drama corrupt newjersey handcuff fbi bridg polic burnedal murder carcrash independentfilm badcop arson dirtycop internalaffair caraccid newyorkc violenc nypd worldtradecent jumpingoffabridg corruptcop freddi heflin sheriff place everyon call “cop land” — small seemingli peac town popul big citi polic offic he’ long admired. yet someth ugli take place behind town’ peac facade. freddi uncov massive, deadli conspiraci among local residents, forc take action make danger choic protect idol uphold law. sylvesterstallon harveykeitel rayliotta jamesmangold"
Not Another Teen Movie,"comedi underdog ball kiss highschool schoolparti parodi crush teenagecrush promqueen sittingonatoilet aftercreditssting duringcreditssting bet, gridiron hero john hugh high school set turn bespectacl plain jane beauti popular prom queen outrag send-up teen movi genre. chylerleigh chrisevan jaimepressli joelgallen"
End of Watch,crime drama thriller losangel bulletproofvest u.s.marin medalofvalor policeserg felon goldengun two young offic mark death confisc small cach money firearm member notori cartel routin traffic stop. jakegyllenha michaelpeña nataliemartinez daviday
The Skulls,"crime drama thriller journalist secretsocieti pizza wealth payphon rooftop attemptedsuicid fratern footrac ivyleagu u.s.sen dininghal luke' exult select skull (a secret societi bred within wall promin ivi leagu campus) soon overshadow realis 'not well wonderland'. skull breed ground futur power elite. far cri work class background, also hallow deep dark secrets. joshuajackson paulwalk hillharp robcohen"
The Theory of Everything,"drama romanc wifehusbandrelationship biographi physicist basedonmemoir stephenhawk fictionalizedbiographi motorneurondiseas al theori everyth extraordinari stori one world’ greatest live minds, renown astrophysicist stephen hawking, fall deepli love fellow cambridg student jane wilde. eddieredmayn felicityjon charliecox jamesmarsh"
Malibu's Most Wanted,"comedi crime streetgang losangel bill gluckman, wealthi white jewish senat run offic governor. son ""b-rad"" dresses, speaks, act gangster inner city. campaign team member hire two actors, know inner-c life b-rad, act gang members, kidnap him, take south central lo angel hope brad ""scare white"". jamiekennedi tayedigg anthonyanderson johnwhitesel"
Where the Heart Is,"comedi drama romanc california babi supermarket oklahoma pregnancyandbirth pregnantminor chang tennesse unwillinglypregn teenagepregn startingov novale nation 17-year-old tennesse transient grow hurri left pregnant abandon boyfriend roadsid sequoyah, okla., take refug friendli aisl wal-mart. short order, eccentric, kindli stranger ""adopt"" novale infant daughter, help buck odd build new life. natalieportman ashleyjudd stockardchan mattwilliam"
Lawrence of Arabia,"adventur drama histori war cairo arabian worldwari hors jerusalem britisharmi britishempir damascu camel war desert arab ottomanempir epic british offic t.e. lawrence' mission aid arab tribe revolt ottoman empir first world war. lawrenc becom flamboyant, messian figur caus arab uniti psycholog instabl threaten undermin achievements. petero'tool alecguin anthonyquinn davidlean"
Halloween II,"horror nurs shotgun nuditi therapist book halloween barn deathofafriend insan numberintitl rampag purgatori hospit pentagram overturningcar mentalinstitut red murder violenc whitehors duringcreditssting michaelmy phantomjam lauri strode struggl come term brother micheal' deadli return haddonfield, illinois; meanwhile, michael prepar anoth reunion sister. scouttaylor-compton sherimoonzombi tylerman robzombi"
Wild,drama adventur biographi hike basedontruestori travel woman tragic past decid start new life hike one thousand mile pacif crest trail. reesewitherspoon lauradern thomassadoski jean-marcvallé
